robot_count,task_complexity,communication_delay,swarm_density,obstacle_density,battery_level,signal_strength,formation_type,terrain_roughness,task_deadline,robot_speed,sensor_range,collision_probability,energy_efficiency,coordination_overhead,mission_success
8,4.7,94.5,0.93,20.5,29.5,-52.2,Circle,8.7,81.2,1.9,44.3,0.003,1.38,24.9,0
19,5.7,234.7,2.53,25.4,53.5,-73.9,Grid,7.0,204.8,3.89,19.3,0.232,1.33,6.8,1
28,9.1,360.2,2.41,0.3,96.1,-94.2,Wedge,9.6,292.7,0.56,45.9,0.037,0.63,10.2,1
35,2.8,264.7,4.79,6.6,85.6,-43.3,Wedge,3.4,119.1,1.82,49.3,0.418,1.24,36.2,0
28,1.2,197.7,2.23,20.0,94.7,-66.3,Grid,3.4,76.6,1.14,38.8,0.247,0.95,8.5,1
18,8.8,161.2,3.95,26.9,82.6,-67.9,Line,7.3,262.0,1.08,31.5,0.345,0.83,9.3,0
44,6.2,305.2,4.72,20.6,41.9,-60.7,Line,9.4,67.9,1.75,8.3,0.411,1.38,20.4,0
45,9.0,469.6,4.4,12.4,83.1,-43.0,Wedge,8.4,212.2,3.93,46.7,0.026,1.06,25.6,1
25,6.4,335.9,1.12,10.8,93.1,-54.1,Wedge,7.5,19.9,4.86,39.1,0.169,1.0,0.0,1
26,8.3,37.4,2.53,22.1,95.2,-101.0,Wedge,4.5,15.5,2.82,15.1,0.013,1.28,18.3,1
8,4.9,230.3,1.8,22.2,71.5,-78.0,Line,7.5,141.0,2.03,24.0,0.025,1.05,16.0,0
7,7.7,445.4,2.06,18.2,29.0,-31.8,Circle,8.2,200.4,4.23,4.3,0.019,1.36,34.6,0
25,9.2,47.2,1.87,8.7,13.6,-70.1,Grid,7.8,51.3,0.8,33.3,0.239,0.6,33.6,0
34,6.1,494.4,4.15,27.8,23.2,-35.6,Grid,7.1,231.5,0.92,7.1,0.225,1.28,36.2,0
50,2.6,474.5,2.32,16.6,96.9,-46.8,Random,1.4,47.3,2.05,32.9,0.031,0.66,33.7,0
30,3.4,39.1,2.67,23.7,51.6,-60.1,Random,6.9,164.8,2.52,33.9,0.131,0.73,31.5,1
44,2.8,466.7,4.91,6.4,86.9,-88.6,Circle,5.3,99.4,4.09,16.9,0.122,0.68,34.4,1
23,3.2,181.6,0.39,10.3,51.9,-92.6,Wedge,9.7,228.2,4.66,47.5,0.148,0.74,7.0,1
27,3.8,422.4,2.49,26.2,69.5,-62.1,Circle,6.5,243.2,2.89,39.2,0.32,1.23,13.6,0
29,6.0,209.2,3.89,1.5,12.2,-81.1,Random,6.5,29.2,2.73,25.3,0.349,1.16,27.3,0
22,6.3,220.4,0.84,15.4,32.5,-48.1,Random,9.9,65.9,1.46,46.0,0.17,0.73,36.9,0
50,4.8,317.1,3.1,14.5,49.3,-51.6,Grid,1.8,268.9,2.53,42.9,0.394,0.77,26.7,1
8,6.5,387.2,1.27,22.5,66.8,-91.9,Circle,3.5,130.5,4.66,34.9,0.209,0.6,8.3,0
18,1.7,16.9,4.35,8.5,25.4,-56.8,Line,6.9,148.3,2.27,8.5,0.261,0.91,37.8,0
21,1.8,296.6,1.7,6.6,78.8,-75.5,Random,3.8,58.7,1.45,25.4,0.073,0.88,30.4,0
42,2.5,93.4,1.71,27.8,42.8,-90.9,Grid,4.1,298.5,2.02,43.4,0.116,0.65,28.7,1
50,5.7,173.0,3.03,17.2,83.6,-82.8,Wedge,9.0,277.7,2.82,30.8,0.364,1.33,30.5,1
21,2.9,174.0,1.0,3.1,18.8,-39.4,Circle,6.2,10.6,3.19,27.7,0.489,1.35,26.4,0
23,3.5,234.5,1.5,5.8,71.2,-87.6,Random,1.9,169.7,2.45,47.8,0.352,0.61,0.9,1
29,4.6,167.1,2.14,30.0,36.4,-94.1,Line,3.8,263.0,3.91,1.8,0.027,0.77,10.1,1
41,8.3,53.7,1.83,5.9,81.6,-88.3,Random,1.7,134.9,3.13,1.6,0.071,1.24,38.3,1
50,1.1,72.8,2.67,18.3,46.2,-100.7,Line,6.0,136.7,3.49,44.7,0.223,1.37,11.5,1
8,6.8,16.7,3.04,12.6,69.9,-71.0,Circle,2.6,120.0,4.38,2.9,0.366,0.57,30.9,0
2,7.0,235.1,2.88,26.6,94.1,-106.7,Line,8.7,18.4,4.4,17.3,0.083,1.4,17.0,1
33,8.2,477.2,3.31,22.7,11.9,-46.4,Line,6.2,239.2,1.42,46.3,0.375,0.56,36.3,0
14,9.4,57.8,1.61,17.9,11.0,-99.7,Grid,1.5,142.5,3.31,34.9,0.278,1.13,22.3,1
31,1.2,473.1,0.72,0.3,79.3,-66.2,Circle,3.7,164.0,3.72,32.8,0.387,0.52,25.3,0
24,2.4,366.7,3.83,26.4,68.2,-108.7,Random,6.5,84.1,1.16,33.2,0.279,1.43,9.6,1
20,9.0,318.7,4.27,13.3,36.4,-31.9,Wedge,4.0,237.4,4.29,16.6,0.301,0.85,2.3,1
33,5.1,322.6,1.36,27.9,54.5,-79.1,Circle,5.6,240.2,1.31,27.0,0.124,1.15,30.3,0
31,6.1,413.4,2.09,14.9,13.8,-46.0,Circle,9.2,170.3,4.1,31.9,0.36,0.68,2.7,0
30,7.0,53.5,2.54,20.8,27.3,-50.8,Wedge,4.2,272.3,1.23,16.0,0.422,0.82,28.9,0
50,7.1,252.4,2.71,2.1,48.2,-55.8,Random,4.0,43.6,3.84,40.0,0.436,1.25,22.2,1
46,9.4,348.5,3.33,22.4,85.1,-45.5,Grid,8.4,238.1,1.17,16.8,0.015,1.47,32.8,1
30,10.0,293.4,0.3,10.1,53.2,-111.0,Random,3.9,172.0,2.2,4.5,0.312,1.49,8.2,1
31,7.5,416.4,3.64,10.5,62.8,-58.9,Wedge,1.7,77.0,1.15,10.9,0.495,1.31,21.7,0
17,3.6,36.1,0.4,3.6,88.6,-96.1,Random,2.6,48.4,1.72,21.0,0.293,1.35,24.6,1
41,8.9,345.4,2.39,4.4,37.8,-49.3,Circle,9.5,97.3,4.93,45.5,0.086,1.47,3.0,1
20,1.4,267.0,4.16,5.6,73.1,-33.9,Grid,9.4,258.3,0.98,21.4,0.439,0.54,29.6,0
19,3.1,189.6,2.31,9.8,87.6,-38.9,Line,3.0,238.4,2.33,5.4,0.132,0.67,15.6,0
2,9.1,170.1,0.83,26.8,28.2,-109.7,Random,6.0,197.1,3.55,10.6,0.023,0.55,5.2,1
15,3.3,310.4,4.93,11.0,42.1,-86.7,Line,2.2,36.2,0.93,27.7,0.215,1.0,15.5,0
48,3.0,445.5,4.46,21.7,98.2,-87.2,Grid,7.1,286.9,0.99,9.7,0.05,1.46,3.9,1
3,2.2,248.1,3.88,2.5,98.5,-109.0,Line,2.7,98.6,1.14,4.1,0.058,1.08,35.5,0
29,8.7,412.4,2.12,17.7,30.1,-111.2,Random,1.4,186.0,3.4,36.0,0.232,1.06,18.3,1
50,5.5,201.1,1.0,14.5,16.0,-85.4,Wedge,8.4,242.9,4.59,39.4,0.306,1.33,5.5,1
31,7.1,51.2,4.71,29.3,34.4,-30.7,Circle,3.9,48.5,4.22,42.7,0.453,1.43,10.1,1
39,3.2,30.8,2.71,25.4,45.8,-68.8,Circle,2.0,199.1,4.92,42.4,0.353,1.2,29.0,1
5,7.8,25.7,4.28,13.6,49.7,-64.0,Line,8.5,19.4,3.1,19.6,0.421,1.4,31.4,0
2,7.8,190.1,1.78,23.3,65.7,-77.6,Circle,7.9,39.5,4.83,37.0,0.206,0.68,1.7,1
9,3.8,168.6,1.74,5.8,91.0,-60.4,Circle,7.2,219.7,1.87,29.6,0.159,1.0,2.4,1
30,4.7,359.0,4.93,16.9,39.7,-33.9,Wedge,9.2,55.0,2.4,2.1,0.296,0.86,36.7,0
40,2.9,371.4,2.66,2.2,86.5,-67.0,Line,5.4,138.6,2.28,20.7,0.348,0.83,13.2,0
4,9.8,25.4,0.79,10.4,18.4,-114.1,Wedge,2.2,82.0,0.71,3.6,0.284,0.71,7.7,0
33,6.8,110.6,1.18,6.8,13.8,-75.6,Wedge,1.6,132.2,4.23,5.1,0.132,1.39,4.9,1
11,9.4,137.1,2.46,21.6,55.4,-30.7,Grid,3.9,32.4,0.61,3.7,0.185,0.95,19.0,0
11,3.7,273.8,0.31,14.7,15.4,-85.1,Line,1.8,228.9,3.78,48.1,0.224,1.03,30.8,0
20,8.0,72.3,2.37,22.5,45.3,-66.6,Wedge,5.8,32.9,2.33,42.4,0.007,0.78,20.8,1
47,7.9,67.0,2.15,15.5,90.7,-110.4,Random,1.1,253.0,0.53,22.5,0.44,1.46,0.8,1
35,7.2,471.9,3.92,2.6,31.7,-107.3,Circle,5.0,202.2,1.8,13.2,0.256,1.11,19.4,1
34,9.7,402.1,1.84,22.1,73.5,-41.3,Line,2.6,130.8,2.06,4.6,0.376,0.5,12.5,0
24,4.5,90.3,4.91,25.0,37.2,-93.0,Grid,4.3,261.3,4.84,22.1,0.086,0.77,27.3,1
29,2.2,203.3,0.99,27.1,14.0,-92.5,Wedge,7.1,64.0,3.47,30.4,0.278,1.5,20.9,0
33,7.0,177.8,3.0,17.2,60.1,-85.2,Random,4.2,86.7,2.95,40.1,0.463,1.47,38.6,1
8,7.6,395.5,0.54,22.6,85.1,-33.0,Circle,4.1,49.8,1.07,3.5,0.107,1.04,23.9,0
30,6.2,255.1,3.7,22.6,46.9,-112.4,Circle,9.9,120.7,2.26,21.5,0.173,1.06,25.3,0
9,2.9,63.9,4.97,4.7,65.6,-46.3,Random,7.5,296.2,0.66,48.9,0.194,1.4,20.8,1
2,5.5,369.5,4.11,4.9,91.0,-89.3,Line,5.6,56.7,3.93,6.9,0.192,1.21,12.4,0
4,3.8,198.4,2.82,2.1,81.1,-43.5,Circle,6.2,251.0,1.23,20.6,0.3,1.43,25.2,0
25,4.8,131.5,2.48,9.6,27.4,-30.7,Circle,6.6,199.0,3.17,14.5,0.197,0.98,13.3,0
24,6.8,187.7,4.19,14.2,76.0,-88.6,Circle,1.2,14.6,3.65,7.6,0.337,1.48,28.7,1
9,7.7,248.9,4.69,29.9,55.2,-108.4,Wedge,1.7,284.0,2.15,42.1,0.242,1.04,9.5,1
48,3.1,171.6,4.95,12.9,77.1,-107.0,Wedge,6.8,291.6,3.35,35.2,0.079,1.14,14.7,1
38,4.6,121.0,2.04,21.8,54.5,-51.7,Circle,4.3,278.2,3.94,21.2,0.474,0.58,23.3,0
4,3.4,199.3,4.96,20.8,21.5,-107.0,Grid,1.5,155.5,1.33,19.1,0.12,1.11,25.1,0
34,2.8,9.6,0.86,6.1,61.3,-96.6,Circle,3.7,73.9,3.2,41.6,0.281,1.27,26.7,1
29,8.1,386.2,1.34,1.8,54.3,-101.6,Line,2.2,123.5,3.8,5.4,0.03,0.94,28.0,1
48,9.2,85.5,0.54,16.4,56.6,-88.0,Grid,9.2,188.1,2.11,8.2,0.459,1.0,12.7,1
9,4.3,22.0,1.43,21.0,89.1,-113.3,Line,2.8,119.9,1.23,45.4,0.464,0.89,35.7,0
35,7.8,326.8,3.86,29.9,90.5,-42.9,Random,2.3,215.4,1.79,41.0,0.182,1.47,1.2,1
36,9.1,387.0,4.28,10.8,50.8,-42.6,Random,6.6,240.7,4.7,39.0,0.06,0.98,7.5,1
33,8.6,406.9,3.92,26.9,51.0,-82.8,Wedge,5.7,70.7,2.11,31.6,0.385,0.63,2.8,0
25,2.6,246.8,3.19,11.5,56.4,-64.9,Wedge,6.2,127.4,0.98,15.3,0.131,0.53,26.9,0
15,9.6,102.7,2.62,20.7,56.8,-62.2,Wedge,4.9,287.7,0.87,46.8,0.35,1.27,10.9,1
33,4.4,368.6,3.57,17.9,95.5,-52.6,Random,5.2,82.4,1.31,25.1,0.458,1.05,8.0,0
47,4.1,349.9,2.02,1.6,68.4,-73.1,Line,8.0,110.5,1.07,14.8,0.295,0.5,19.2,0
44,1.6,123.1,4.22,2.4,35.0,-74.1,Grid,3.0,20.3,2.73,18.9,0.431,0.88,24.8,1
17,5.4,451.7,3.42,0.6,57.8,-63.2,Wedge,4.6,106.4,2.06,1.8,0.112,1.41,24.8,0
5,2.0,52.2,3.52,11.1,66.5,-56.7,Random,9.6,117.6,4.29,13.5,0.455,1.45,22.3,0
38,3.2,491.3,2.73,22.4,67.6,-88.8,Wedge,2.7,39.0,4.46,10.2,0.113,0.55,39.7,0
22,3.9,430.1,4.44,5.2,62.7,-90.3,Circle,3.6,10.4,2.63,7.6,0.113,0.62,34.4,0
15,8.3,343.9,1.33,18.2,26.0,-95.7,Grid,2.7,176.9,4.5,2.6,0.44,0.5,9.6,0
32,8.9,469.4,1.97,8.7,13.0,-70.6,Line,1.2,97.4,2.53,12.1,0.277,1.37,30.3,0
49,3.7,361.2,3.91,23.9,40.4,-87.6,Wedge,3.4,15.2,3.39,6.1,0.4,0.57,22.8,0
19,8.7,95.2,2.51,24.0,48.5,-71.4,Circle,1.4,259.4,1.23,3.2,0.401,0.61,2.8,0
8,8.7,221.1,4.46,23.3,15.6,-83.5,Circle,2.4,179.5,0.74,7.7,0.323,0.73,2.0,0
11,7.9,35.8,1.8,15.7,83.3,-44.7,Grid,4.3,59.6,1.22,10.9,0.095,1.42,32.0,0
8,2.3,194.8,1.91,8.5,41.0,-113.4,Random,1.2,260.9,1.63,21.4,0.346,1.19,21.8,1
34,7.2,370.8,4.45,24.3,92.2,-68.5,Random,7.8,83.5,3.88,29.6,0.032,1.12,22.9,1
24,9.5,193.2,2.38,5.6,23.9,-68.2,Wedge,8.2,76.0,1.28,16.8,0.1,1.28,13.5,1
22,7.1,165.1,2.63,8.7,15.1,-85.5,Wedge,4.7,269.4,1.09,7.9,0.321,1.19,37.2,0
20,4.0,297.7,1.73,5.5,53.4,-82.1,Random,9.9,62.0,4.67,47.1,0.454,1.25,28.5,0
49,5.5,436.1,1.46,20.2,27.0,-48.0,Line,7.1,264.9,3.6,26.2,0.386,0.57,37.1,0
20,6.8,23.8,3.31,20.6,94.4,-94.7,Line,7.7,242.9,2.63,37.4,0.166,1.09,4.0,1
37,5.6,192.7,0.69,19.6,10.9,-41.6,Circle,2.7,99.8,0.93,35.0,0.412,1.25,23.3,0
30,2.1,79.1,4.41,12.5,47.1,-39.3,Grid,8.5,20.0,4.33,15.0,0.483,1.07,25.5,0
19,3.8,347.7,3.92,3.0,93.4,-61.4,Line,9.5,33.9,0.99,28.4,0.166,0.51,5.0,0
3,8.2,52.9,1.03,27.3,44.6,-50.4,Wedge,3.1,41.8,3.25,30.5,0.093,0.71,13.9,0
2,8.8,332.4,3.5,15.2,18.4,-64.8,Line,7.2,268.3,3.5,18.2,0.099,1.46,8.6,0
48,2.2,143.1,3.05,12.2,37.3,-72.7,Grid,7.7,127.2,2.3,33.9,0.2,1.2,39.4,0
6,9.6,99.5,1.0,17.7,54.8,-33.0,Wedge,3.7,19.4,4.6,39.7,0.026,1.19,21.7,1
21,4.0,468.2,1.44,5.8,26.7,-94.6,Grid,5.3,171.4,0.73,18.8,0.244,1.16,12.6,0
12,7.0,9.3,2.1,4.0,52.0,-106.1,Random,1.9,70.3,4.18,1.7,0.366,0.63,26.6,1
43,7.8,218.9,3.53,12.2,85.3,-94.1,Grid,2.6,78.2,2.99,18.1,0.265,0.5,26.4,1
3,8.3,10.8,3.23,6.8,88.5,-64.7,Grid,1.6,56.6,3.25,6.7,0.485,0.94,13.9,1
4,9.5,241.8,2.71,7.3,14.4,-103.3,Grid,6.0,231.0,4.94,8.6,0.231,0.94,39.8,0
24,3.8,250.5,3.87,26.8,24.5,-38.2,Wedge,6.6,10.2,3.12,18.9,0.007,1.31,32.4,0
13,8.7,160.8,3.81,15.9,34.8,-83.0,Grid,9.2,137.3,4.09,11.2,0.235,0.68,16.0,0
21,2.2,66.1,3.13,14.5,63.5,-43.5,Grid,5.9,35.2,1.19,46.8,0.465,0.78,26.4,0
6,7.3,188.2,3.96,20.7,42.5,-97.6,Circle,3.3,170.2,4.14,33.0,0.048,0.58,28.4,1
38,7.7,336.1,1.74,28.5,86.0,-91.8,Wedge,1.5,110.3,3.92,26.4,0.111,0.9,7.0,1
39,7.1,391.2,4.42,3.4,74.5,-114.7,Grid,9.0,18.2,4.86,1.5,0.358,0.76,35.1,0
31,3.3,265.4,3.11,25.0,19.0,-96.8,Line,5.3,143.7,4.71,6.1,0.147,0.76,33.0,0
10,8.9,294.9,4.13,17.5,66.2,-75.9,Grid,7.6,175.5,1.46,39.6,0.383,0.75,30.2,0
35,2.5,100.3,2.78,4.4,20.2,-34.8,Line,1.1,81.8,2.59,20.1,0.21,0.73,8.9,0
45,1.5,143.7,1.17,8.9,33.0,-85.0,Random,5.4,232.0,4.6,3.2,0.398,0.82,5.4,1
36,7.5,80.9,2.76,14.5,26.0,-62.4,Random,3.9,117.6,3.38,41.5,0.276,1.04,7.2,1
23,5.3,124.6,1.92,20.7,25.6,-81.5,Wedge,1.3,227.3,2.59,15.8,0.041,0.94,3.7,1
45,8.6,112.4,3.52,7.3,65.5,-115.8,Wedge,8.0,177.9,0.99,19.9,0.193,0.56,37.6,1
25,4.5,259.7,2.43,16.0,60.7,-74.7,Random,5.6,262.1,2.08,48.7,0.167,0.93,34.1,1
18,2.5,281.3,4.2,20.5,25.8,-114.1,Wedge,4.0,168.6,3.49,1.8,0.405,1.35,3.6,0
11,8.5,472.5,3.42,13.5,99.1,-40.5,Line,8.3,63.8,4.0,36.3,0.312,0.6,27.1,0
31,5.9,97.8,3.45,25.9,48.0,-52.2,Line,5.0,248.6,2.51,47.5,0.389,1.44,9.8,1
47,2.7,320.8,1.16,26.1,18.7,-85.9,Circle,1.0,237.1,0.75,4.1,0.186,0.81,0.7,0
24,7.5,408.6,4.92,14.1,20.9,-62.4,Wedge,9.5,292.0,3.35,43.4,0.346,0.51,11.7,0
33,5.6,280.1,4.22,29.2,62.6,-109.9,Wedge,3.3,37.1,4.65,21.4,0.033,0.75,17.6,1
18,6.4,127.5,3.97,2.3,98.1,-56.8,Circle,8.5,181.5,2.73,44.0,0.018,0.57,0.8,1
18,5.1,131.3,1.72,0.1,61.5,-46.0,Grid,8.3,152.6,4.68,16.1,0.144,1.07,12.9,1
15,8.5,19.6,2.72,11.4,95.4,-46.0,Line,2.5,204.6,2.09,49.2,0.387,0.82,28.0,1
10,8.5,152.7,0.77,18.0,50.0,-94.4,Grid,5.3,294.3,4.49,32.7,0.267,1.31,9.1,1
41,7.4,372.3,2.74,18.9,49.2,-96.3,Circle,1.4,164.4,4.04,31.7,0.204,1.23,19.4,1
3,1.9,23.8,0.81,14.3,55.0,-73.1,Wedge,4.2,208.9,4.83,40.5,0.448,0.97,35.5,0
46,8.5,109.6,2.81,3.7,72.8,-32.9,Grid,7.6,110.7,4.06,22.4,0.249,1.06,1.1,1
26,7.0,353.1,3.28,5.1,43.1,-37.2,Wedge,3.1,96.7,1.95,13.7,0.307,1.11,31.4,0
40,7.3,391.3,2.01,25.6,87.7,-87.6,Circle,2.1,107.2,4.55,13.9,0.493,0.77,15.4,0
10,4.3,227.7,2.54,26.0,12.6,-49.8,Random,5.6,21.2,3.51,17.2,0.261,0.64,21.6,0
23,8.9,349.0,4.39,20.2,49.6,-37.1,Wedge,5.8,92.6,1.23,31.3,0.392,0.88,9.2,0
44,7.5,194.0,0.63,19.9,56.0,-96.5,Grid,7.1,60.2,0.71,42.1,0.207,0.59,23.2,1
47,2.0,80.0,3.98,17.9,64.6,-45.3,Grid,7.8,142.7,2.15,25.5,0.018,0.81,29.2,1
5,4.7,199.1,0.94,6.1,34.8,-95.9,Circle,7.3,143.6,4.04,20.8,0.417,1.05,8.1,0
27,9.0,290.0,0.28,12.8,48.5,-89.1,Grid,8.6,231.9,3.28,39.9,0.472,1.04,13.7,1
30,1.4,474.0,1.01,20.9,53.6,-102.1,Line,3.0,155.7,2.87,15.2,0.217,0.62,22.7,0
46,9.7,34.4,3.85,16.1,71.8,-74.4,Wedge,6.1,144.3,0.52,34.8,0.252,0.51,16.7,1
35,7.1,253.7,2.09,0.6,79.6,-44.1,Line,4.2,77.2,2.46,6.2,0.212,0.59,11.7,0
24,6.7,164.5,4.38,28.6,76.4,-72.5,Circle,9.7,257.2,1.21,6.5,0.498,0.54,18.1,0
38,3.4,254.2,2.67,25.3,40.7,-108.9,Line,5.0,36.4,2.55,32.6,0.452,0.9,11.6,0
12,3.2,12.0,0.21,7.8,100.0,-97.3,Line,9.6,294.9,4.96,5.1,0.021,0.89,12.1,1
7,9.5,156.5,3.61,18.5,86.4,-69.3,Wedge,7.9,148.1,4.46,8.6,0.39,0.74,24.4,0
19,3.7,409.9,0.64,27.7,33.4,-67.5,Wedge,7.5,63.9,1.9,31.6,0.3,0.72,19.1,0
22,8.0,277.0,3.97,2.9,27.6,-68.1,Random,5.4,112.8,3.17,22.5,0.013,0.9,27.1,1
43,4.5,225.3,0.92,15.1,38.3,-113.1,Line,5.0,14.5,2.76,28.5,0.222,0.59,33.5,0
37,2.3,142.8,1.79,13.7,50.7,-52.2,Wedge,5.7,58.3,1.09,48.9,0.075,0.71,37.7,0
42,1.1,149.0,3.83,12.3,86.6,-38.2,Line,3.6,107.2,4.95,32.0,0.437,0.91,6.1,1
39,5.9,191.6,4.78,25.1,80.1,-74.1,Line,9.1,170.8,2.41,30.0,0.006,0.59,25.0,1
35,9.8,417.8,1.92,11.4,86.6,-55.3,Circle,8.1,47.5,2.78,19.6,0.437,1.34,23.3,0
18,4.3,483.6,4.16,1.9,34.5,-37.7,Circle,8.2,206.0,3.41,31.9,0.47,1.18,34.7,0
38,4.2,219.3,1.03,2.0,63.4,-62.2,Line,4.9,254.8,1.36,1.6,0.036,0.88,35.8,0
26,4.1,196.7,4.06,1.3,35.5,-59.3,Circle,1.6,176.0,1.5,28.3,0.36,0.65,30.4,0
39,5.7,423.3,3.32,12.3,19.8,-55.1,Wedge,7.1,96.1,1.37,4.4,0.274,0.69,23.8,0
13,5.0,213.5,1.04,21.6,71.6,-96.6,Line,4.4,45.2,2.23,11.8,0.477,0.62,8.0,0
24,8.9,276.0,1.58,6.1,22.9,-67.6,Circle,8.8,14.5,1.4,28.6,0.399,0.66,11.1,0
43,5.5,115.5,0.75,19.4,70.1,-44.2,Wedge,8.0,222.2,4.67,33.7,0.347,0.92,24.1,0
23,5.6,371.8,1.98,20.6,68.3,-93.3,Line,2.3,192.3,3.71,19.9,0.463,0.75,5.6,0
22,2.2,266.0,1.1,7.7,82.9,-39.3,Line,6.4,148.1,4.54,21.5,0.08,1.38,7.4,1
28,9.8,404.5,3.26,18.0,22.6,-64.2,Circle,7.2,39.6,4.32,25.4,0.188,1.46,36.5,0
32,3.2,390.4,4.97,20.5,80.5,-81.9,Wedge,6.1,70.0,3.66,38.2,0.421,1.19,38.3,0
7,1.7,107.5,0.16,14.0,99.9,-63.9,Line,5.6,246.4,1.59,1.9,0.051,1.31,0.2,0
28,7.0,357.8,2.75,10.1,86.6,-83.8,Line,3.1,149.2,3.27,22.9,0.468,0.76,34.5,0
41,6.4,400.0,2.91,18.6,77.7,-44.6,Random,3.1,289.2,1.34,1.7,0.373,1.17,37.5,0
35,4.7,173.1,4.58,29.3,69.6,-76.6,Line,7.9,300.0,1.1,16.6,0.22,0.56,21.0,0
13,4.8,86.3,2.58,12.8,48.0,-38.9,Random,1.2,242.2,3.35,26.5,0.169,1.46,18.0,1
46,8.1,1.3,2.76,11.8,75.7,-74.1,Random,8.0,84.9,3.31,4.9,0.074,1.17,36.8,1
8,2.8,225.5,2.41,13.9,75.2,-60.6,Wedge,5.7,77.0,1.2,24.8,0.047,0.82,0.3,0
11,8.4,176.2,1.42,2.3,66.8,-30.2,Grid,9.4,83.6,2.09,46.3,0.212,1.27,33.6,0
46,6.8,277.5,0.37,16.6,81.7,-106.8,Random,10.0,296.2,0.8,34.6,0.422,0.52,11.9,1
18,4.8,94.0,2.1,9.9,50.4,-53.7,Wedge,7.0,107.2,3.72,39.3,0.266,0.88,25.6,0
27,5.1,429.8,0.36,3.6,20.9,-107.5,Circle,4.7,214.9,4.94,29.4,0.226,1.4,12.9,1
22,3.3,128.9,2.8,14.0,60.3,-44.5,Random,5.3,288.1,3.83,44.9,0.16,0.76,20.9,1
29,7.8,113.2,1.61,0.1,33.9,-66.3,Grid,2.8,247.7,4.3,8.2,0.078,1.17,32.3,1
47,5.6,240.4,2.71,12.1,44.6,-35.6,Circle,1.9,183.3,2.64,23.0,0.495,0.86,7.3,1
3,3.9,249.4,0.76,3.2,11.6,-42.1,Random,6.2,59.0,0.93,30.3,0.013,0.89,26.6,0
44,6.4,107.5,4.67,0.7,44.5,-113.3,Random,8.2,60.7,3.77,43.8,0.156,1.25,35.9,1
2,10.0,135.9,4.48,24.7,82.8,-107.6,Grid,3.4,152.8,1.65,16.1,0.385,1.41,36.0,1
37,4.9,84.9,1.03,27.5,58.8,-65.9,Line,4.8,286.1,2.25,1.1,0.26,0.67,35.8,0
27,9.3,359.2,1.78,6.2,10.9,-73.4,Grid,6.0,272.3,3.66,48.7,0.157,0.78,20.7,1
30,4.1,385.0,3.11,16.2,52.3,-104.8,Wedge,9.2,58.2,4.57,2.3,0.496,0.99,30.7,0
22,1.5,231.2,0.57,8.3,36.2,-108.4,Wedge,2.2,93.4,2.69,8.5,0.31,1.11,17.9,0
12,2.8,357.0,1.84,14.8,53.0,-69.2,Grid,3.1,180.8,4.83,21.7,0.148,0.97,18.4,0
41,4.8,368.0,1.33,13.1,46.4,-115.6,Grid,9.3,148.5,2.84,25.3,0.424,1.31,11.4,1
12,3.0,69.1,4.59,8.1,93.9,-41.4,Grid,1.4,44.6,1.05,41.9,0.075,1.27,11.4,1
37,1.0,483.1,4.28,21.0,13.7,-47.4,Grid,6.9,117.1,2.83,22.9,0.232,0.91,1.5,0
50,9.2,410.5,2.94,3.8,71.5,-49.3,Grid,6.8,286.9,4.37,27.8,0.42,0.54,21.3,1
40,8.6,102.2,2.65,1.6,86.6,-118.6,Random,4.4,285.9,2.92,10.8,0.492,0.69,12.4,1
41,7.7,93.1,4.66,23.0,96.3,-115.7,Circle,5.2,172.2,3.86,28.9,0.192,0.99,7.5,1
36,2.5,62.8,4.67,20.0,26.0,-70.5,Wedge,8.7,194.2,2.97,18.1,0.069,1.43,4.9,1
35,2.1,69.2,4.85,15.0,57.8,-30.5,Wedge,2.5,74.4,2.96,5.8,0.283,1.07,13.9,0
48,1.6,374.1,0.71,14.0,13.9,-89.2,Circle,3.1,225.2,1.78,47.4,0.472,1.03,36.0,0
25,7.5,234.8,0.89,14.9,54.9,-89.0,Grid,5.6,25.2,1.41,5.0,0.333,1.22,20.7,0
23,9.4,391.5,3.42,13.1,21.3,-107.9,Circle,4.7,74.0,1.76,34.2,0.301,0.65,22.3,0
6,4.9,373.1,2.75,11.8,85.4,-59.3,Grid,6.2,11.7,2.48,45.5,0.155,0.65,2.2,1
34,2.1,302.3,0.19,15.0,20.2,-61.8,Wedge,9.3,121.9,4.14,9.8,0.303,0.85,20.8,0
37,5.6,343.2,0.4,15.9,56.2,-110.9,Line,9.3,256.6,4.23,12.6,0.442,1.49,26.7,0
48,4.1,9.2,4.45,20.8,56.9,-77.9,Wedge,3.1,294.9,1.24,21.9,0.188,1.38,6.0,1
21,4.4,155.9,4.36,21.3,97.4,-60.0,Wedge,3.7,203.6,2.99,15.4,0.121,1.18,39.3,1
20,6.6,318.9,1.85,11.3,68.9,-75.6,Line,2.5,226.0,2.37,38.2,0.24,0.89,36.6,0
36,7.5,4.7,4.47,12.4,35.9,-59.3,Circle,9.4,86.2,3.07,17.6,0.188,1.05,39.7,1
44,2.0,16.5,3.01,11.2,31.7,-46.5,Random,4.6,160.9,3.41,49.3,0.235,0.8,14.4,1
18,1.3,425.9,4.05,16.1,21.5,-58.3,Grid,5.0,223.6,1.76,43.1,0.048,1.17,32.9,0
